hold,rank_abs_weight,ticker,weight,abs_weight
10,18,DD,0.01698481972540769,0.01698481972540769
10,19,HLT,0.016066820969891347,0.016066820969891347
10,20,ISRG,0.015965195187584644,0.015965195187584644
10,21,FTV,0.01518985099693408,0.01518985099693408
10,22,ADBE,0.015135111881253308,0.015135111881253308
10,23,ZTS,0.014364725698242525,0.014364725698242525
10,24,DIS,0.014257671969800078,0.014257671969800078
10,25,INTU,0.013924446794717165,0.013924446794717165
10,26,CTSH,0.013587412805666058,0.013587412805666058
10,27,ARE,0.013559590434581381,0.013559590434581381
10,28,LOW,0.01299087905249687,0.01299087905249687
10,29,DE,0.012964169567432533,0.012964169567432533
10,30,GL,0.012899312713595155,0.012899312713595155
10,31,BAC,0.01289858498571136,0.01289858498571136
10,32,NVDA,0.01256335988640741,0.01256335988640741
10,33,GS,0.012335189174598036,0.012335189174598036
10,34,HPE,0.012117382213371827,0.012117382213371827
10,35,PWR,0.012094093053162383,0.012094093053162383
10,36,COO,0.01196520027541395,0.01196520027541395
10,37,ADP,0.011024025387242826,0.011024025387242826
10,38,T,0.01028992854598256,0.01028992854598256
10,39,PYPL,0.009739565216228974,0.009739565216228974
10,40,PPL,0.009664262145766826,0.009664262145766826
10,41,MRK,0.009576982667745329,0.009576982667745329
10,42,MNST,0.009455072809138194,0.009455072809138194
10,43,AMD,0.009447673211618919,0.009447673211618919
10,44,MO,0.009304463128599585,0.009304463128599585
10,45,TGT,0.009303587083831949,0.009303587083831949
10,46,INTC,0.009288953381281198,0.009288953381281198
10,47,ALB,0.009047915134031307,0.009047915134031307
10,48,PNC,0.009034595365183916,0.009034595365183916
10,49,CRM,0.009031379060727807,0.009031379060727807
10,50,UNH,0.008577969409881148,0.008577969409881148
11,1,AAPL,0.06656772235649458,0.06656772235649458
11,2,GOOG,0.06499439666507809,0.06499439666507809
11,3,BRK-B,0.06183107279596079,0.06183107279596079
11,4,MSFT,0.057564735842142875,0.057564735842142875
11,5,AMZN,0.04196297786007292,0.04196297786007292
11,6,JNJ,0.04137708690343025,0.04137708690343025
11,7,COST,0.03515973387145697,0.03515973387145697
11,8,ICE,0.027869423515613785,0.027869423515613785
11,9,AVGO,0.02744300464747914,0.02744300464747914
11,10,MET,0.02577628822304628,0.02577628822304628
11,11,PG,0.02112486802957491,0.02112486802957491
11,12,XOM,0.020553128412966908,0.020553128412966908
11,13,LMT,0.020144183734660096,0.020144183734660096
11,14,CMCSA,0.019508306165525378,0.019508306165525378
11,15,NVDA,0.0193713143094687,0.0193713143094687
11,16,AJG,0.01855031340666589,0.01855031340666589
11,17,AMGN,0.018544364798396225,0.018544364798396225
11,18,AMT,0.017786276807016645,0.017786276807016645
11,19,DD,0.01698481972540769,0.01698481972540769
11,20,HLT,0.016066820969891347,0.016066820969891347
11,21,ISRG,0.015965195187584644,0.015965195187584644
11,22,FTV,0.01518985099693408,0.01518985099693408
11,23,ADBE,0.015135111881253308,0.015135111881253308
11,24,ZTS,0.014364725698242525,0.014364725698242525
11,25,DIS,0.014257671969800078,0.014257671969800078
11,26,INTU,0.013924446794717165,0.013924446794717165
